mu_Mu, sigma2_Mu, alpha_Lambda, beta_Lambda, d, k0, k1, nlabel, ntrace, nchain, nskip, Ntrain, Ntest, Nfold
0,29.594551891860668,3.1061106894983608,4.266030886378424,165,2,119,7,500,2,2,200,100,5
0,85.18471365879401,3.403938364716496,1.1133433679287674,56,1,30,2,500,2,2,200,100,5
0,0.31739227922875274,1.3683525759678012,6.056925019481046,59,4,34,6,500,2,2,200,100,5
0,37.07487366378209,8.714989477554838,8.394864779292453,92,11,1,8,500,2,2,200,100,5
0,2.5814893605500697,1.4502635466831544,5.773759622386611,92,1,27,8,500,2,2,200,100,5
0,110.82751854843151,7.658840728496476,5.319705766415894,51,1,19,4,500,2,2,200,100,5
0,23.372079754613598,4.458532877367198,7.530330479453192,30,5,2,5,500,2,2,200,100,5
0,11.48832853790772,4.304615120911649,6.667263936324371,165,4,115,7,500,2,2,200,100,5
0,158.79697105878273,5.871511644732885,2.3142452723614424,197,28,1,7,500,2,2,200,100,5
0,257.20550074578387,8.389485736997703,0.5051621175321741,86,30,25,2,500,2,2,200,100,5
0,2.7186337857069427,1.3863354658198488,7.673570190964779,117,1,45,10,500,2,2,200,100,5
0,638.7791563472794,6.203728422397162,0.1619166304022479,81,2,40,9,500,2,2,200,100,5
0,132.61299197951692,8.903716512510783,1.4538917599619816,107,32,12,2,500,2,2,200,100,5
0,165.58099399686228,6.647520845895997,2.0891032463003336,144,3,27,4,500,2,2,200,100,5
0,41.54645090520117,3.2426072366068763,4.389164647009758,91,3,2,10,500,2,2,200,100,5
0,500.51391635975756,5.951778447873407,0.5485288894278872,136,5,31,4,500,2,2,200,100,5
0,134.33916546750893,5.9607003152489675,3.1854922799159304,47,4,7,10,500,2,2,200,100,5
0,4.960751021384941,6.841974950446028,6.378403313640321,191,1,3,9,500,2,2,200,100,5
0,0.7286182652728732,3.3091616608995116,9.846039394460986,175,17,11,2,500,2,2,200,100,5
0,164.35020306974874,3.191674727397204,1.2083377999565148,101,10,14,8,500,2,2,200,100,5
0,18.843988183884985,7.012550422161052,4.897644524894568,146,7,79,9,500,2,2,200,100,5
0,30.942487439656265,3.886751527042329,4.886690428652835,122,5,22,6,500,2,2,200,100,5
0,8.18656984030906,1.8845925132002317,5.104809008609648,193,15,23,8,500,2,2,200,100,5
0,2.4888296172380167,2.148147014163191,9.041625809073164,77,2,20,8,500,2,2,200,100,5
0,13.866886590900421,4.357714803473486,5.468497777333338,116,20,9,5,500,2,2,200,100,5
0,4.211526827010218,4.336190838968268,7.72173317989693,89,32,11,2,500,2,2,200,100,5
0,3.5266253118233015,7.807438298784335,9.469601828670527,52,1,23,8,500,2,2,200,100,5
0,25.317452276084424,7.753699866448152,7.20730146272508,74,12,16,2,500,2,2,200,100,5
0,2.5759906183056476,1.2048788483506883,6.831515964273666,37,4,4,7,500,2,2,200,100,5
0,63.17062849455191,9.385029531676189,8.207818078553876,38,3,17,7,500,2,2,200,100,5
0,52.07180455200117,8.31653752396203,6.904998819319595,172,19,7,8,500,2,2,200,100,5
0,993.4723481387185,5.529462937619252,0.26413996304456955,34,1,19,7,500,2,2,200,100,5
0,28.482105897465633,5.206514237972998,6.474322057188573,64,5,3,7,500,2,2,200,100,5
0,2.372284904310604,2.012420965179902,3.968942457479736,161,2,75,3,500,2,2,200,100,5
0,237.61215033320792,6.640593822072341,1.5340025825261772,117,15,3,7,500,2,2,200,100,5
0,144.99672078054078,2.487785252258422,0.38153310446889077,59,7,7,5,500,2,2,200,100,5
0,34.07376607186208,2.9140743201442367,1.4024973886402659,37,9,1,4,500,2,2,200,100,5
0,54.41475343395064,6.962116112949702,5.65192313089822,41,3,10,8,500,2,2,200,100,5
0,19.49410051391706,4.60519698660657,9.602258229887406,133,6,4,7,500,2,2,200,100,5
0,39.330791750602486,5.431529418173983,4.963369832251606,127,36,55,2,500,2,2,200,100,5
0,267.75588393662645,9.505609786847854,2.0634636735349723,155,4,25,9,500,2,2,200,100,5
0,118.67356494838323,8.995947951495193,3.7331764338953444,157,19,8,7,500,2,2,200,100,5
0,187.84893998875742,8.351257484530546,1.935854121937024,40,1,6,7,500,2,2,200,100,5
0,2.3788069957235387,1.2614581386928159,7.291411507752819,36,4,2,8,500,2,2,200,100,5
0,91.77685921268524,8.000962165463115,4.030711490965407,151,18,5,8,500,2,2,200,100,5
0,78.32989076800186,5.7253728122364285,3.525512488324903,82,10,2,6,500,2,2,200,100,5
0,49.32569374135379,5.183721401951426,8.341397178002026,161,24,47,4,500,2,2,200,100,5
0,4.673361026436581,7.539372134471238,2.3213311508877856,38,5,3,5,500,2,2,200,100,5
0,14.715703720087548,2.742079022414856,7.010814273972622,29,2,3,10,500,2,2,200,100,5
0,11.66073015594616,2.2907982904872246,9.31923204736862,156,13,36,6,500,2,2,200,100,5
0,10.30984103677139,1.993962105915379,4.904573321125626,155,15,78,4,500,2,2,200,100,5
0,50.99699910485161,5.559197025790919,3.408183934772917,174,37,49,3,500,2,2,200,100,5
0,4.493743304224954,1.2137405646514199,3.284090828369066,184,39,59,2,500,2,2,200,100,5
0,3.3868389345158953,1.3584652457020279,6.478982006379002,179,45,2,3,500,2,2,200,100,5
0,289.0802847394988,7.783273171352193,0.8998264894924191,44,5,11,6,500,2,2,200,100,5
0,11.604930509450652,4.102750182592736,7.088329505020562,189,9,133,6,500,2,2,200,100,5
0,598.2201184606795,9.680474483093827,0.9362620077472594,158,16,13,9,500,2,2,200,100,5
0,43.600634903293106,3.805405652520813,3.518892561182103,98,1,54,7,500,2,2,200,100,5
0,7.066995068556838,3.33329103162534,9.203869372196197,190,18,20,8,500,2,2,200,100,5
0,190.01011530664795,7.132877834383803,1.9014263416642851,193,5,24,7,500,2,2,200,100,5
0,1172.8558238254225,6.627879876454655,0.47333869247334737,117,21,6,3,500,2,2,200,100,5
0,5.985261289668607,3.051527599350951,3.377301005479744,76,12,35,3,500,2,2,200,100,5
0,110.38130941733984,1.8174507121500185,0.5779769296972803,37,3,10,9,500,2,2,200,100,5
0,4.970332765030701,1.5938893789065312,9.244208927238542,187,27,41,4,500,2,2,200,100,5
0,29.431479469033423,6.850217593669103,5.927169898215967,65,22,3,2,500,2,2,200,100,5
0,23.71465338699362,3.3557595659338015,3.2747531676714923,193,4,31,5,500,2,2,200,100,5
0,80.11121126781785,7.592633990444391,5.768723550811165,111,25,7,4,500,2,2,200,100,5
0,7.853431836279061,2.5103521598649006,9.026649264248066,130,18,4,7,500,2,2,200,100,5
0,6.7354439479811195,3.9170484822739304,6.297396973516714,196,22,27,7,500,2,2,200,100,5
0,2.402985678750504,1.3018166367948876,4.467729313795741,130,14,7,8,500,2,2,200,100,5
0,63.560683203233665,7.929678960231014,4.796963753048793,142,6,78,7,500,2,2,200,100,5
0,60.27664737225652,5.1827011511156,4.762495917859123,144,13,4,7,500,2,2,200,100,5
0,24.282379682221862,4.019139389854562,5.423277974453423,117,10,3,10,500,2,2,200,100,5
0,18.42396524959644,3.2416846644304074,7.179318660283702,55,17,2,2,500,2,2,200,100,5
0,10.509591842187975,2.136105770870884,8.441859689555153,143,12,63,4,500,2,2,200,100,5
0,43.33592651712079,6.56666149095747,9.07513458873875,196,22,10,8,500,2,2,200,100,5
0,31.68574759258739,7.853664894830378,9.236679752557,142,33,1,2,500,2,2,200,100,5
0,24.387343149099042,2.6792754571692896,2.078085688083975,88,12,38,3,500,2,2,200,100,5
0,28.948988685450345,3.1550933271191908,5.549186542499539,51,4,6,7,500,2,2,200,100,5
0,32.42337518705666,5.873683742190038,1.668952721435959,58,6,4,9,500,2,2,200,100,5
0,2.653368996879144,1.07968417293141,2.917155800741791,116,11,25,8,500,2,2,200,100,5
0,76.81716427569005,4.233407830658566,1.650557148281061,51,23,1,2,500,2,2,200,100,5
0,65.2282275109792,2.7367261639754306,2.4531497264466684,95,5,39,6,500,2,2,200,100,5
0,10011.8811278226,6.410402614523469,0.027435906232415874,148,8,25,6,500,2,2,200,100,5
0,37.20155034802179,4.5181136461497,8.600334743539934,66,3,7,6,500,2,2,200,100,5
0,181.34544234644721,4.615155145948224,1.596184980190013,181,58,16,2,500,2,2,200,100,5
0,5.210863880483347,3.291087005840178,4.940236270373678,39,1,11,8,500,2,2,200,100,5
0,9.432599507200557,3.638281965229102,0.8991595252646933,196,16,47,9,500,2,2,200,100,5
0,17.998094414936837,4.143896065062511,6.3445718632981665,179,82,14,2,500,2,2,200,100,5
0,123.95318755319603,6.5706222583892835,2.115567464503992,137,9,59,6,500,2,2,200,100,5
0,37.42633938722804,7.532813657830505,4.971043672369646,39,1,31,7,500,2,2,200,100,5
0,43.666712324205946,3.9496942502494576,2.4166553960628736,137,13,28,3,500,2,2,200,100,5
0,50.85832490386129,6.129703818302959,3.109952106638164,150,46,4,3,500,2,2,200,100,5
0,1.83655408228058,3.2394963152442804,9.668777020960036,195,18,4,10,500,2,2,200,100,5
0,24.371148257105006,8.582090698230632,6.82172378669425,166,8,79,10,500,2,2,200,100,5
0,21.255653094551114,7.788102514531598,5.190541074183224,63,2,49,3,500,2,2,200,100,5
0,35.852806285122085,6.409036382965312,6.797274022210164,135,16,22,4,500,2,2,200,100,5
0,21.740288681740573,5.564155057641603,5.275593206349106,22,1,9,8,500,2,2,200,100,5
0,69.84024833996043,8.039766855961144,7.3681913772012555,54,6,23,4,500,2,2,200,100,5
0,2.9811462588494426,2.633845092140013,2.786644131888709,153,3,101,6,500,2,2,200,100,5
0,46.0382242249851,4.677741809372977,3.748547278244938,29,1,6,9,500,2,2,200,100,5
0,11.079603938676655,1.7266203652319028,3.8151137179318018,176,18,2,9,500,2,2,200,100,5
0,46.99322389675332,8.12412633276352,8.360111156443109,86,2,70,6,500,2,2,200,100,5
0,31.3478303749701,9.13602440774994,5.973125899444681,82,19,6,4,500,2,2,200,100,5
0,15.208661981787253,4.126238686450963,9.993825095315191,189,3,11,9,500,2,2,200,100,5
0,1.8374732354168541,6.58272296112287,5.963202097250066,166,26,3,6,500,2,2,200,100,5
0,55.1926474606826,5.486697009927853,5.491116234289483,109,17,4,5,500,2,2,200,100,5
0,38.17414749863441,4.728118343479029,8.294857767693266,150,23,15,4,500,2,2,200,100,5
0,102.04200603817445,9.817647130758182,7.01254112212758,36,3,6,8,500,2,2,200,100,5
0,16.224273964958922,2.9137249653498465,8.075530916867134,135,3,111,8,500,2,2,200,100,5
0,80.20425341067428,7.230583401244314,3.1042053740550832,148,27,19,3,500,2,2,200,100,5
0,712.595769471486,8.141794881757587,0.3202516901079022,59,2,13,4,500,2,2,200,100,5
0,441.375008218132,8.778053568619406,0.9818012597595704,190,16,96,4,500,2,2,200,100,5
0,7.769207099130099,2.3499691002499468,7.225576795810484,178,7,30,7,500,2,2,200,100,5
0,21.998242819428143,6.854965639881488,5.128726725468874,158,14,4,4,500,2,2,200,100,5
0,38.15215101599987,4.489851072305143,7.5564997470755015,85,1,5,9,500,2,2,200,100,5
0,163.74224200565786,6.621828648420684,0.8298090070035002,146,7,76,8,500,2,2,200,100,5
0,5.572431094641332,6.735517955626495,9.124408072588327,163,38,5,4,500,2,2,200,100,5
0,7.856537209408013,2.0819715570966624,7.502365749844406,191,10,10,6,500,2,2,200,100,5
0,12.178278306213686,2.914131843340786,8.466321110297653,85,24,13,3,500,2,2,200,100,5
0,38.182244791237856,4.800950831779566,9.941728524062054,51,4,1,10,500,2,2,200,100,5
0,200.18465142120664,7.581200384233203,1.1148063512228235,192,36,87,2,500,2,2,200,100,5
0,60.008122905325614,9.162368571611673,9.738774670968569,33,2,12,9,500,2,2,200,100,5
0,654.1995549683639,9.51017706020695,1.0938184612421165,75,12,8,3,500,2,2,200,100,5
0,37.242015165174074,3.560955583122634,3.418534342800954,188,46,27,3,500,2,2,200,100,5
0,5.407679349623833,2.71840089676238,2.9622218357305585,88,17,3,5,500,2,2,200,100,5
0,19.71578288586488,2.8915579639138,6.1503737333566955,38,4,11,6,500,2,2,200,100,5
0,12.331349042855022,3.902673415318348,8.524948942631067,197,14,108,6,500,2,2,200,100,5
0,25.235213722278477,7.129175123121319,8.618656022436806,168,39,44,3,500,2,2,200,100,5
0,62.847303656787744,8.0085587311587,5.914115206972765,84,13,15,5,500,2,2,200,100,5
0,2.9965663663654056,2.01219224749916,9.365584406649788,163,69,4,2,500,2,2,200,100,5
0,82.82628207774329,6.433765410323485,5.663099768654875,156,17,2,9,500,2,2,200,100,5
0,152.7849853808175,7.681308539904835,3.251954731038842,130,23,2,5,500,2,2,200,100,5
0,1.5474661034733637,9.612559908732981,4.124902635763592,29,2,2,6,500,2,2,200,100,5
0,58.82108926985942,6.503641273484591,8.898215247589249,162,24,10,3,500,2,2,200,100,5
0,2.654058797348183,2.8259354283167575,7.560613162606317,63,6,5,8,500,2,2,200,100,5
0,47.64582853980947,7.219861412921812,8.16083969999979,77,5,27,10,500,2,2,200,100,5
0,53.122889185615676,7.405200768391161,7.5868370157236225,160,43,57,2,500,2,2,200,100,5
0,95.74455901339472,6.806326782029289,4.868675250241291,126,17,3,7,500,2,2,200,100,5
0,274.7550330617697,6.464704803254006,0.49826131264907314,85,7,11,10,500,2,2,200,100,5
0,7.043611801509552,1.8717442913629285,8.914963874899795,27,4,3,6,500,2,2,200,100,5
0,2.0546233957205016,1.1937464611150732,7.6190777043167515,181,17,36,2,500,2,2,200,100,5
0,35.42730134722606,4.829246488520026,8.71731115965895,187,31,1,6,500,2,2,200,100,5
0,39.18395981429193,4.79963890047415,8.874516295153693,159,4,21,10,500,2,2,200,100,5
0,67.69249337786478,9.38384500024065,2.2627313126380546,149,13,56,6,500,2,2,200,100,5
0,60.27723288842321,5.804753883862386,7.182476402147203,158,3,28,7,500,2,2,200,100,5
